,Year,AC_No,AC_Name,AC_Type,Cand1,Sex1,Party1,Turnout
11301,2002,155,VAGRA,GEN,RASHIDA IQBAL PATEL,F,INC,74.92
11304,2002,156,BROACH,GEN,MISTRY RAMESHBHAI NARANDAS,M,BJP,70.09
11311,2002,157,ANKLESHWAR,GEN,PATEL ISHWARSINH THAKORBHAI,M,BJP,69.96
11315,2002,158,JHAGADIA,ST,VASAVA CHHOTUBHAI,M,JD(U),69.12
11320,2002,159,DEDIAPADA,ST,MAHESHBHAI CHHOTUBHAI VASAVA,M,JD(U),67.63
11326,2002,160,RAJPIPLA,ST,VASAVA HARSHADBHAI CHUNILAL,M,BJP,68.54
11332,2002,161,NIJHAR,ST,VASAVA PARESHBHAI GOVINDBHAI,M,INC,64.58
11339,2002,162,MANGROL-I,ST,VASAVA GANPATBHAI VESTABHAI,M,BJP,68.24
11343,2002,163,SONGADH,ST,VASAVA NAGARBHAI DIVELIYABHAI,M,INC,64.63
11351,2002,164,VYARA,ST,CHAUDHARY TUSHARBHAI AMARSINHBHAI,M,INC,65.79
11357,2002,165,MAHUVA-I,ST,DHODIYA MOHANBHAI DHANJIBHAI,M,BJP,59.64
11364,2002,166,BARDOLI,ST,ANILKUMAR MOHANBHAI PATEL (RATHOD),M,INC,62.53
11370,2002,167,KAMREJ,ST,RATHOD PRAVINBHAI CHHAGANBHAI,M,BJP,64.96
11375,2002,168,OLPAD,GEN,PATEL DHANSUKHBHAI NATHUBHAI,M,BJP,47.83
11383,2002,169,SURAT CITY NORTH,GEN,GEJERA DHIRUBHAI HARIBHAI,M,BJP,52.2
11392,2002,170,SURAT CITY EAST,GEN,GILITWALA MANISH NATVARLAL,M,INC,48.68
11401,2002,171,SURAT CITY WEST,GEN,CHAPATWALA BHAVNABEN HEMANTBHAI,F,BJP,38.65
11412,2002,172,CHORASI,GEN,NAROTTAMBHAI PATEL,M,BJP,35.67
11425,2002,173,JALALPORE,GEN,R. C. PATEL,M,BJP,62.5
11432,2002,174,NAVSARI,ST,PATEL MANGUBHAI CHHAGANBHAI,M,BJP,60.83
11435,2002,175,GANDEVI,GEN,KARSANBHAI BHIKHABHAI PATEL,M,BJP,65.41
11438,2002,176,CHIKHLI,ST,BHARTIBEN NARDEVBHAI PATEL,F,INC,67.03
11441,2002,177,DANGS-BANSDA,ST,BHOYE MADHUBHAI JELIYABHAI,M,INC,55.91
11447,2002,178,BULSAR,GEN,DESAI DOLATRAI NATHUBHAI,M,BJP,58.79
11452,2002,179,DHARAMPUR,ST,KISHANBHAI VESTABHAI PATEL,M,INC,67.98
11457,2002,180,MOTA PONDHA,ST,CHAUDHARI JITUBHAI HARJIBHAI,M,INC,65.69
11461,2002,181,PARDI,ST,PATEL LAXMANBHAI BABUBHAI,M,INC,60.03
11467,2002,182,UMBERGAON,ST,SHANKARBHAI MANGLABHAI VARLI,M,INC,55.81
11472,2007,1,ABDASA,GEN,JAYANTILAL PARSOTTAM BHANUSHALI,M,BJP,64.12
11478,2007,2,MANDVI,GEN,SENGHANI DHANJIBHAI (ALIAS MANGAL) GOVINDBHAI,M,BJP,61.36
11487,2007,3,BHUJ,GEN,AHIR VASANBHAI GOPALBHAI,M,BJP,62
11496,2007,4,MUNDRA,SC,MAHESHWARI RAMESH VACHCHHRAJ,M,BJP,60.24
11501,2007,5,ANJAR,GEN,ACHARYA NEEMABEN BHAVESHBHAI,F,BJP,54.71
11515,2007,6,RAPAR,GEN,GADA(SHAH) BABUBHAI MEGHJI,M,INC,52.06
11521,2007,7,DASADA,SC,TUNDIYA SHAMBHUPRASAD BALDEVDASJI,M,BJP,52.31
11526,2007,8,WADHWAN,GEN,DOSHI VARSHABEN NARENDRABHAI,F,BJP,58.78
11533,2007,9,LIMBDI,GEN,RANA KIRITSINH JEETUBHA,M,BJP,59.9
11543,2007,10,CHOTILA,GEN,JINJARIYA POPATBHAI SAVSIBHAI,M,INC,51.18
11551,2007,11,HALVAD,GEN,DEVJIBHAI GOVINDBHAI FATEPARA,M,INC,68.38
11559,2007,12,DHRANGADHRA,GEN,PATEL HARILAL MOHANLAL,M,INC,73.89
11567,2007,13,MORVI,GEN,AMRUTIYA KANTILAL SHIVLAL,M,BJP,68.61
11578,2007,14,TANKARA,GEN,KUNDARIYA MOHANBHAI KALYANJIBHAI,M,BJP,64.72
11585,2007,15,WANKANER,GEN,PIRJADA MAHMADJAVID ABDULMUTLIB,M,INC,63.65
11594,2007,16,JASDAN,GEN,BAVALIYA KUNVARJIBHAI MOHANBHAI,M,INC,62.09
11601,2007,17,RAJKOT-I,GEN,GOVINDBHAI UKABHAI PATEL,M,BJP,52.71
11609,2007,18,RAJKOT-II,GEN,VAJUBHAI VALA,M,BJP,52.56
11616,2007,19,RAJKOT RURAL,SC,BHANUBEN MANOHARBHAI BABARIYA,F,BJP,48.23
11624,2007,20,GONDAL,GEN,VAGHASIYA CHANDUBHAI BACHUBHAI,M,NCP,61.29
11632,2007,21,JETPUR,GEN,KORAT JASHUBEN SAVJIBHAI,F,BJP,59.97
11640,2007,22,DHORAJI,GEN,RADADIYA VITTHALBHAI HANSRAJBHAI,M,INC,61.67
11646,2007,23,UPLETA,GEN,MAKADIYA PRAVINBHAI MOHANBHAI,M,BJP,56.66
11651,2007,24,JODIYA,GEN,PATEL RAGHAVJIBHAI HANSRAJBHAI,M,INC,70.68
11659,2007,25,JAMNAGAR,GEN,PROF. VASUBEN TRIVEDI,F,BJP,52.18
11668,2007,26,JAMNAGAR RURAL,SC,LALJIBHAI PREMJIBHAI SOLANKI,M,BJP,47.3
11681,2007,27,KALAWAD,GEN,FALDU RANCHHODBHAI CHANABHAI (R.C.FALDU),M,BJP,58
11692,2007,28,JAMJODHPUR,GEN,JADEJA BRIJRAJSINH HEMATSINH,M,INC,69.94
11698,2007,29,BHANVAD,GEN,AYAR BERA MULUBHAI HARDASBHAI,M,BJP,58.56
11708,2007,30,KHAMBHALIA,GEN,KANZARIYA MEGHJI DAYA,M,BJP,54.27
11713,2007,31,DWARKA,GEN,MANEK PABUBHA VIRAMBHA,M,BJP,46.26
11722,2007,32,PORBANDAR,GEN,MODHWADIYA ARJUNBHAI DEVABHAI,M,INC,61.6
11737,2007,33,KUTIYANA,GEN,ODEDARA KARSANBHAI DULABHAI,M,BJP,51.73
11745,2007,34,MANGROL,GEN,KARGATIYA BHAGVANVANJIBHAI LAKHABHAI,M,BJP,59.78
11751,2007,35,MANAVADAR,GEN,CHAVADA JAWAHARBHAI PETHLJIBHAI,M,INC,67.21
11763,2007,36,KESHOD,SC,MAKWANA VANDNABEN MANSHUKHBHAI,F,BJP,55.23
11766,2007,37,TALALA,GEN,BARAD BHAGAVANBHAI DHANABHAI,M,INC,72.97
11771,2007,38,SOMNATH,GEN,JOTVA RAJSIBHAI VIRABHAI,M,BJP,68.46
11780,2007,39,UNA,GEN,RATHOD KALUBHAI CHANABHAI,M,BJP,66.54
11786,2007,40,VISAVADAR,GEN,BHALALA KANUBHAI MEPABHAI,M,BJP,53.63
11793,2007,41,MALIYA,GEN,RAJANI LAVAJIBHAI THAKARSHIBHAI,M,BJP,58.64
11801,2007,42,JUNAGADH,GEN,MASHRU MAHENDRABHAI LILADHARBHAI,M,BJP,51.55
11810,2007,43,BABRA,GEN,UNDHAD BAVAKUBHAI NATHABHAI,M,INC,64.65
11816,2007,44,LATHI,GEN,DHORAJIYA HANUBHAI (BHABHA),M,BJP,58.55
11823,2007,45,AMRELI,GEN,DILEEP SANGHANI,M,BJP,61.75
11831,2007,46,DHARI,GEN,BHUVA MANSUKHBHAI PANCHABHAI,M,BJP,56.41
11841,2007,47,KODINAR,GEN,SOLANKI DINUBHAI BOGHABHAI,M,BJP,67.53
11847,2007,48,RAJULA,GEN,SOLANKI HIRABHAI ODHAVJIBHAI,M,BJP,57.94
11852,2007,49,BOTAD,GEN,SAURABH PATEL,M,BJP,69
11864,2007,50,GADHADA,SC,PARMAR ATMARAM MAKANBHAI,M,BJP,59.2
11871,2007,51,PALITANA,GEN,SARVAIYA MAHENDRASINH PARAKRAMSINH,M,BJP,58.37
11880,2007,52,SIHOR,GEN,NAKARANI KESHUBHAI HIRAJIBHAI,M,BJP,57.84
11885,2007,53,KUNDLA,GEN,KALUBHAI VIRANI,M,BJP,57.18
11896,2007,54,MAHUVA,GEN,BAMBHANIYA JAYANTIBHAI BABUBHAI,M,BJNKP,13.67
11906,2007,55,TALAJA,GEN,MAKVANA BHAVNABEN RAGHAVJIBHAI,F,BJP,49
11911,2007,56,GHOGHO,GEN,PARSHOTTAMBHAI ODHAVJIBHAI SOLANKI,M,BJP,58.84
11918,2007,57,BHAVNAGAR NORTH,GEN,DAVE VIBHAVARIBEN VIJAYBHAI (VIBHABEN DAVE),F,BJP,50.96
11928,2007,58,BHAVNAGAR SOUTH,GEN,GOHIL SHAKTISINH HARICHANDRASINH,M,INC,62.82
11939,2007,59,DHANDHUKA,GEN,MER RANCHHODBHAI KARSHANBHAI,M,IND,57.54
11946,2007,60,DHOLKA,GEN,TALPADA KANJIBHAI RAYABHAI,M,INC,34.76
11953,2007,61,BAVLA,SC,LAKUM KANTILAL RAMABHAI,M,BJP,56.71
11957,2007,62,MANDAL,GEN,PATEL PRAGJIBHAI NARANBHAI,M,BJP,54.71
11967,2007,63,VIRAMGAM,GEN,RATHOD KAMABHAI GAGJIBHAI,M,BJP,61.26
11972,2007,64,SARKHEJ,GEN,AMIT SHAH,M,BJP,58.45
11979,2007,65,DASKROI,GEN,PATEL BABUBHAI JAMNADAS (BJP),M,BJP,56.87
11985,2007,66,DEHGAM,GEN,THAKOR JAGDISHBHAI MOTIJI,M,INC,64.57
11991,2007,67,SABARMATI,GEN,PATEL GITABEN YOGESHBHAI,F,BJP,55.91
11998,2007,68,ELLIS BRIDGE,GEN,RAKESH SHAH,M,BJP,58.25
12004,2007,69,DARIAPUR-KAZIPUR,GEN,BAROT BHARATKUMAR CHIMANLAL (BHARAT BAROT),M,BJP,57.78
12016,2007,70,SHAHPUR,GEN,SHAIKH GYASUDDIN HABIBUDDIN,M,INC,65.9
12027,2007,71,KALUPUR,GEN,SHAIKH MOHAMMAD FARUK HUSSAINMIYA (FARUK SHAIKH),M,INC,64.64
12035,2007,72,ASARWA,GEN,PRADIPSINH BHAGVATSINH JADEJA,M,BJP,56.84
12047,2007,73,RAKHIAL,GEN,KAKADIYA VALLABHBHAI GOBARBHAI (VALLABHBHAI HIRAWALA),M,BJP,61.75
12061,2007,74,SHAHER KOTDA,SC,PARMAR SHAILESH MANHARBHAI,M,INC,35.54
12068,2007,75,KHADIA,GEN,ASHOK BHATT,M,BJP,58.77
12076,2007,76,JAMALPUR,GEN,KHEDAWALA SABIRBHAI ABDULKARIM (SABIRBHAI KABLIWALA),M,INC,58.98
12086,2007,77,MANINAGAR,GEN,NARENDRA MODI,M,BJP,60.93
12096,2007,78,NARODA,GEN,DR. KODNANI MAYA SURENDRAKUMAR (DR. MAYA KODNANI),F,BJP,55.79
12103,2007,79,GANDHINAGAR,GEN,THAKOR SHAMBHUJI CHELAJI,M,BJP,9.92
12117,2007,80,KALOL-I,GEN,PATEL SURESHKUMAR CHATURDAS,M,INC,65.62
12124,2007,81,KADI,GEN,PATEL NITINKUMAR RATILAL,M,BJP,73.14
12132,2007,82,JOTANA,SC,PARMAR JASHODABEN CHATURBHAI,F,BJP,61.95
12137,2007,83,MEHSANA,GEN,PATEL ANILKUMAR TRIBHOVANDAS,M,BJP,62.64
12143,2007,84,MANSA,GEN,PRO.PATEL MAGALDAS MADHAVALAL,M,BJP,64.26
12150,2007,85,VIJAPUR,GEN,KANTIBHAI RAMABHAI PATEL,M,BJP,63.22
12156,2007,86,VISNAGAR,GEN,PATEL RUSHIKESH GANESHBHAI,M,BJP,62.95
12160,2007,87,KHERALU,GEN,DABHI BHARATSINHJI SHANKARJI,M,BJP,62.24
12165,2007,88,UNJHA,GEN,PATEL NARAYANBHAI LALLUDAS,M,BJP,63.39
