Year,AC_No,AC_Name,AC_Type,Cand,Sex,Party,Turnout
2012,134,DEVGADH BARIA,GEN,KHABAD BACHUBHAI MAGANBHAI,M,BJP,99.84
2012,59,DHANDHUKA,GEN,LALJIBHAI CHATURBHAI KOLIPATEL,M,BJP,99.91
2012,9,DHANERA,GEN,JOITABHAI KASNABHAI PATEL,M,INC,99.96
2012,178,DHARAMPUR,ST,ISHWARBHAI DHEDABHAI PATEL,M,INC,99.93
2012,94,DHARI,GEN,KOTADIYA NALINBHAI NANJIBHAI,M,GPP,99.95
2012,58,DHOLKA,GEN,CHUDASAMA BHUPENDRASINH MANUBHA,M,BJP,99.85
2012,75,DHORAJI,GEN,RADADIYA VITHALBHAI HANSRAJBHAI,M,INC,99.96
2012,64,DHRANGADHRA,GEN,KAVADIA JAYANTIBHAI RAMJIBHAI,M,BJP,100
2012,82,DWARKA,GEN,PABUBHA VIRAMBHA MANEK,M,BJP,99.98
2012,44,ELLIS BRIDGE,GEN,SHRI RAKESH SHAH,M,BJP,99.91
2012,129,FATEPURA,ST,KATARA  RAMESHBHAI BHURABHAI,M,BJP,99.98
2012,106,GADHADA,SC,ATMARAM MAKANBHAI PARMAR,M,BJP,99.94
2012,176,GANDEVI,ST,MANGUBHAI CHHAGANBHAI PATEL,M,BJP,99.99
2012,5,GANDHIDHAM,SC,MAHESHWARI RAMESH VACHCHHRAJ,M,BJP,99.98
2012,36,GANDHINAGAR NORTH,GEN,ASHOKKUMAR RANCHHODBHAI PATEL,M,BJP,99.74
2012,35,GANDHINAGAR SOUTH,GEN,THAKOR SHAMBHUJI CHELAJI,M,BJP,99.97
2012,133,GARBADA,ST,BARIYA CHANDRIKABEN CHHAGANBHAI,F,INC,99.99
2012,101,GARIADHAR,GEN,KESHUBHAI HIRJIBHAI NAKARANI,M,BJP,99.99
2012,41,GHATLODIA,GEN,ANANDIBEN MAFATBHAI PATEL,F,BJP,99.86
2012,126,GODHRA,GEN,C.K. RAULJI,M,INC,99.86
2012,73,GONDAL,GEN,JADEJA JAYRAJSINH TEMUBHA,M,BJP,99.96
2012,128,HALOL,GEN,PARMAR JAYDRATHSINHJI CHANDRASINHJI,M,BJP,99.96
2012,27,HIMATNAGAR,GEN,CHAVDA RAJENDRASINH RANJITSINH (RAJUBHAI CHAVDA),M,INC,99.85
2012,28,IDAR,SC,RAMANLAL ISHVARLAL VORA,M,BJP,99.8
2012,174,JALALPORE,GEN,R.C. PATEL,M,BJP,99.93
2012,52,JAMALPUR,GEN,BHATT BHUSHAN ASHOK,M,BJP,99.98
2012,150,JAMBUSAR,GEN,CHHATRASINHJI PUJABHAI MORI,M,BJP,99.77
2012,80,JAMJODHPUR,GEN,SHAPRIYA CHIMANBHAI DHARAMSHIBHAI,M,BJP,99.95
2012,78,JAMNAGAR NORTH,GEN,JADEJA DHARMENDRASINH MERUBHA (HAKUBHA JADEJA),M,INC,99.98
2012,77,JAMNAGAR RURAL,GEN,RAGHAVJIBHAI HANSRAJBHAI PATEL,M,INC,99.96
2012,79,JAMNAGAR SOUTH,GEN,TRIVEDI VASUBEN NARENDRABHAI,F,BJP,99.96
2012,72,JASDAN,GEN,GOHEL BHOLABHAI BHIKHABHAI,M,INC,99.97
2012,74,JETPUR,GEN,RADADIYA JAYESHBHAI VITTHALBHAI,M,INC,99.97
2012,138,JETPUR-I,ST,RATHAVA JAYANTIBHAI SAVAJIBHAI,M,BJP,99.98
2012,152,JHAGADIA,ST,VASAVA CHHOTUBHAI AMARASINHBHAI,M,JD(U),99.98
2012,130,JHALOD,ST,GARASIYA MITESHBHAI KALABHAI,M,INC,99.88
2012,86,JUNAGADH,GEN,MASHRU MAHENDRABHAI LILADHARBHAI,M,BJP,99.83
2012,24,KADI,SC,CHAVADA RAMESHBHAI MAGANBHAI,M,INC,99.94
2012,76,KALAWAD,SC,CHAVDA MEGHJIBHAI AMARABHAI,M,BJP,99.98
2012,127,KALOL,GEN,RATHOD ARVINDSINH DAMSINH,M,BJP,99.96
2012,38,KALOL-I,GEN,THAKOR BALDEVJI CHANDUJI,M,INC,99.96
2012,158,KAMREJ,GEN,PANSHERIYA PRAFULBHAI CHHAGANBHAI,M,BJP,99.96
2012,15,KANKREJ,GEN,KHANPURA DHARSHIBHAI LAKHABHAI,M,INC,99.89
2012,120,KAPADVANJ,GEN,SHANKERSINH VAGHELA (BAPU),M,INC,99.86
2012,181,KAPRADA,ST,CHAUDHARI JITUBHAI HARJIBHAI,M,INC,99.99
2012,147,KARANJ,GEN,SATISHBHAI MOTIBHAI PATEL,M,BJP,100
2012,162,KARANJ-I,GEN,KACHHADIYA JANAKBHAI MANJIBHAI,M,BJP,99.98
2012,166,KATARGAM,GEN,VANANI NANUBHAI BHAGWANBHAI (NANUBHAI PATEL),M,BJP,99.98
2012,88,KESHOD,GEN,ARVINDBHAI KESHAVBHAI LADANI,M,BJP,99.84
2012,81,KHAMBHALIA,GEN,POONAMBEN HEMATBHAI MADAM,F,BJP,99.95
2012,108,KHAMBHAT,GEN,SANJAYKUMAR RAMANBHAI PATEL,M,BJP,99.88
2012,29,KHEDBRAHMA,ST,ASHWIN KOTVAL,M,INC,99.88
2012,20,KHERALU,GEN,DHABHI BHARATSIGHJI SANKARJI,M,BJP,99.88
2012,92,KODINAR,SC,SOLANKI JETHABHAI DANABHAI,M,BJP,99.97
2012,84,KUTIYANA,GEN,KANDHAL SARMANBHAI JADEJA,M,NCP,99.93
2012,96,LATHI,GEN,BAVKUBHAI NATHABHAI UNDHAD,M,INC,99.96
2012,163,LIMBAYAT,GEN,PATIL SANGITABEN RAJENDRABHAI,F,BJP,99.98
2012,61,LIMBDI,GEN,SOMABHAI GANDALAL KOLIPATEL,M,INC,99.99
2012,131,LIMKHEDA,ST,BHABHOR JASWANTSINH SUMANBHAI,M,BJP,99.99
2012,122,LUNAVADA,GEN,HIRABHAI HARIBHAI PATEL,M,INC,99.97
2012,118,MAHUDHA,GEN,THAKOR NATVARSINH FULSINH,M,INC,99.43
2012,99,MAHUVA,GEN,MAKWANA BHAVANABEN RAGHAVBHAI,F,BJP,99.89
2012,170,MAHUVA-I,ST,DHODIYA MOHANBHAI DHANJIBHAI,M,BJP,99.94
2012,165,MAJURA,GEN,SANGHVI HARSH RAMESHKUMAR,M,BJP,99.9
2012,85,MANAVADAR,GEN,CHAVDA JAWAHARBHAI PETHALAJIBHAI,M,INC,99.98
2012,2,MANDVI,GEN,CHHEDA TARACHAND JAGSHIBHAI,M,BJP,99.88
2012,157,MANDVI-I,ST,VASAVA PRABUBHAI NAGARBHAI,M,INC,99.83
2012,89,MANGROL,GEN,CHUDASAMA RAJESHBHAI NARANBHAI,M,BJP,99.95
2012,156,MANGROL-I,ST,VASAVA GANPATSINH VESTABHAI,M,BJP,99.91
2012,53,MANINAGAR,GEN,NARENDRA MODI,M,BJP,99.93
2012,145,MANJALPUR,GEN,YOGESH PATEL,M,BJP,99.91
2012,37,MANSA,GEN,CHAUDHARI AMITBHAI HARISINGBHAI,M,INC,99.93
2012,115,MATAR,GEN,CHAUHAN DEVUSINH JESINGBHAI,M,BJP,99.9
2012,117,MEHMEDABAD,GEN,GAUTAMBHAI RAVJIBHAI CHAUHAN,M,INC,99.99
2012,25,MEHSANA,GEN,NITINKUMAR RATILAL PATEL,M,BJP,99.97
2012,31,MODASA,GEN,THAKOR RAJENDRASINH SHIVSINH,M,INC,99.53
2012,125,MORVA HADAF,ST,KHANT SAVITABEN VECHATBHAI,F,INC,99.85
2012,65,MORVI,GEN,AMRUTIYA KANTILAL SHIVABHAI,M,BJP,99.99
2012,116,NADIAD,GEN,DESAI PANKAJKUMAR VINUBHAI (GOTIYO),M,BJP,99.69
2012,148,NANDOD,ST,TADVI SHABDASHARAN BHAILALBHAI,M,BJP,99.92
2012,45,NARANPURA,GEN,AMITBHAI ANILCHANDRA SHAH (AMIT SHAH),M,BJP,99.91
2012,47,NARODA,GEN,WADHWANI NIRMALABEN SUNILBHAI,F,BJP,99.98
2012,175,NAVSARI,GEN,DESAI PIYUSHBHAI DINKARBHAI,M,BJP,99.91
2012,172,NIJHAR,ST,GAMIT KANTILALBHAI RESHMABHAI,M,BJP,99.9
2012,46,NIKOL,GEN,PANCHAL JAGDISH ISHWARBHAI,M,BJP,100
2012,155,OLPAD,GEN,MUKESHBHAI ZINABHAI PATEL,M,BJP,99.86
2012,146,PADRA,GEN,DINESHBHAI BALUBHAI PATEL (DINUMAMA),M,BJP,99.97
2012,12,PALANPUR,GEN,MAHESHKUMAR AMRUTLAL PATEL,M,INC,99.93
2012,102,PALITANA,GEN,RATHOD PRAVINBHAI JINABHAI,M,INC,99.94
2012,180,PARDI,GEN,KANUBHAI MOHANLAL DESAI,M,BJP,99.98
2012,18,PATAN,GEN,DESAI RANCHHOD MAHIJIBHAI (RANCHHOD RABARI VAKIL),M,BJP,99.81
2012,113,PETLAD,GEN,NIRANJAN PURSOTTAMDAS PATEL,M,INC,99.96
2012,83,PORBANDAR,GEN,BABUBHAI BHIMABHAI BOKHIRIA,M,BJP,99.96
2012,33,PRANTIJ,GEN,BARAIYA MAHENDRASINH KACHARSINH ( ADVOCATE ),M,INC,99.9
2012,16,RADHANPUR,GEN,THAKOR NAGARJI HARCHANDJI,M,BJP,99.98
2012,68,RAJKOT EAST,GEN,RAJGURU INDRANIL SANJAYBHAI,M,INC,99.98
2012,71,RAJKOT RURAL,SC,BHANUBEN MANOHARBHAI BABARIYA,F,BJP,100
2012,70,RAJKOT SOUTH,GEN,GOVIND PATEL,M,BJP,99.94
2012,69,RAJKOT WEST,GEN,VAJUBHAI RUDABHAI VALA,M,BJP,99.95
2012,98,RAJULA,GEN,SOLANKI HIRABHAI ODHAVJIBHAI,M,BJP,99.93
2012,144,RAOPURA,GEN,RAJENDRA TRIVEDI (RAJUBHAI VAKIL),M,BJP,99.92
2012,6,RAPAR,GEN,VAGHAJIBHAI DHARAMSHIBHAI PATEL,M,BJP,99.98
2012,55,SABARMATI,GEN,ARVINDKUMAR GANDALAL PATEL (ARVIND DALAL),M,BJP,99.88
2012,40,SANAND,GEN,KARAMSIBHAI VIRJIBHAI PATEL,M,INC,99.92
2012,139,SANKHEDA,ST,BHIL DHIRUBHAI CHUNILAL,M,INC,99.98
2012,123,SANTRAMPUR,ST,DAMOR GENDALBHAI MOTIBHAI,M,INC,99.92
2012,97,SAVARKUNDLA,GEN,VAGHASIYA VALLABHBHAI VASHARAMBHAI (V.V.VAGHASIYA),M,BJP,99.99
2012,135,SAVLI,GEN,INAMDAR KETANBHAI MAHENDRABHAI,M,IND,99.96
2012,142,SAYAJIGANJ,GEN,SUKHADIYA JITENDRA RATILAL SUKHADIYA,M,BJP,99.75
2012,124,SHEHRA,GEN,AHIR (BHARWAD) JETHABHAI GHELABHAI,M,BJP,99.92
2012,19,SIDHPUR,GEN,BALVANTSINH CHANDANSINH RAJPUT,M,INC,99.96
2012,114,SOJITRA,GEN,PARMAR PUNAMBHAI MADHABHAI,M,INC,99.96
2012,90,SOMNATH,GEN,BARAD JASHUBHAI DHANABHAI,M,INC,99.9
2012,159,SURAT CITY EAST,GEN,GILITWALA RANJITBHAI MANGUBHAI,M,BJP,100
2012,160,SURAT CITY NORTH,GEN,CHOKSI AJAYKUMAR  JASHVANTLAL,M,BJP,100
2012,167,SURAT CITY WEST,GEN,KISHORBHAI RATILAL VANKAWALA,M,BJP,99.92
2012,100,TALAJA,GEN,SHYAL BHARTIBEN DHIRUBHAI,F,BJP,99.9
2012,91,TALALA,GEN,JASHUBHAI DHANABHAI BARAD,M,INC,99.94
2012,66,TANKARA,GEN,KUNDARIYA MOHANBHAI KALYANJIBHAI,M,BJP,99.87
2012,48,THAKKARBAPA NAGAR,GEN,KAKADIYA VALLABHBHAI GOBARBHAI (VALLABHBHAI HIRAWALA),M,BJP,99.89
2012,8,THARAD,GEN,PARABATBHAI SAVABHAI PATEL,M,BJP,100
2012,119,THASRA,GEN,PARMAR RAMSINH PRABHATBHAI,M,INC,99.65
2012,164,UDHNA,GEN,NAROTTAMBHAI PATEL,M,BJP,99.94
2012,182,UMBERGAON,ST,PATKAR RAMANBHAI NANUBHAI,M,BJP,100
2012,111,UMRETH,GEN,JAYANTBHAI RAMANBHAI PATEL (BOSKEY),M,NCP,99.99
2012,93,UNA,GEN,VANSH PUNJABHAI BHIMABHAI,M,INC,99.9
2012,21,UNJHA,GEN,NARAYANBHAI LALLUDAS PATEL,M,BJP,99.89
2012,11,VADGAM,SC,MANILAL JETHABHAI VAGHELA,M,INC,100
2012,141,VADODARA CITY,SC,VAKIL MANISHA RAJIVBHAI,F,BJP,99.98
2012,136,VAGHODIA,GEN,SHRIVASTAV MADHUBHAI BABUBHAI,M,BJP,99.99
2012,151,VAGRA,GEN,ARUNSINH AJITSINH RANA,M,BJP,99.94
2012,179,VALSAD,GEN,BHARATBHAI KIKUBHAI PATEL,M,BJP,99.89
2012,177,VANSDA,ST,CHAUDHARI CHHANABHAI KOLUBHAI,M,INC,99.86
2012,161,VARACHHA ROAD,GEN,KANANI KISHORBHAI SHIVABHAI (KUMAR),M,BJP,99.97
2012,43,VATVA,GEN,PRADIPSINH BHAGWATSINH JADEJA,M,BJP,100
2012,7,VAV,GEN,SHANKARBHAI LAGDHIRBHAI PATEL (CHAUDHARY),M,BJP,99.93
2012,42,VEJALPUR,GEN,CHAUHAN KISHORSINH BABULAL (KISHOR CHAUHAN),M,BJP,99.91
2012,26,VIJAPUR,GEN,PRAHLADBHAI ISHWARBHAI PATEL,M,INC,99.9
2012,39,VIRAMGAM,GEN,TEJASHREEBEN DILIPKUMAR PATEL,F,INC,99.93
2012,87,VISAVADAR,GEN,KESHUBHAI SAVDASBHAI PATEL,M,GPP,99.99
2012,22,VISNAGAR,GEN,RUSHIKESH GANESHBHAI PATEL,M,BJP,99.88
2012,171,VYARA,ST,PUNABHAI DHEDABHAI GAMIT,M,INC,99.92
2012,62,WADHWAN,GEN,DOSHI VARSHABEN NARENDRABHAI,F,BJP,99.99
2012,67,WANKANER,GEN,PEERZADA MAHMAD JAVID ABDUL MUTLEEB,M,INC,99.56
